index	arabish	class	words	tokens	pos	lem
22476	wetanabi	arabizi	واتانابي	واتانابي	NOUN_PROP	واتانابي
22477	.	arabizi	.	.	PUNC	PUNC
22478	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22479	monghelti	arabizi	منقالتي	منقالة+ي	NOUN-NSUFF_FEM_SG+POSS_PRON_1S	منقالة
22480	.	arabizi	.	.	PUNC	PUNC
22481	kenet	arabizi	كانت	كانت	PV-PVSUFF_SUBJ:3FS	كان
22482	men	arabizi	من	من	PREP	من
22483	naw3	arabizi	نوع	نوع	NOUN	نوع
22484	saykou	arabizi	سايكو	سايكو	NOUN_PROP	سايكو
22485	erra9miya	arabizi	الرقمية	ال+رقمية	DET+NOUN-NSUFF_FEM_SG	رقمية
22486	.	arabizi	.	.	PUNC	PUNC
22487	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22488	bech	arabizi	باش	باش	FUT_PART	باش
22489	yserna	arabizi	يسرنا	يسرّ+نا	IV3MS-IV+IVSUFF_DO:1P	سرّ
22490	ennou	arabizi	انه	انه	PRON_3MS	هو
22491	nsarbiwkom	arabizi	نسربيوكم	نسربيوا+كم	IV1P-IV-IVSUFF_SUBJ:P+IVSUFF_DO:2P	سربى
22492	7aja	arabizi	حاجة	حاجة	NOUN-NSUFF_FEM_SG	حاجة
22493	tcherbouha	arabizi	تشربوها	تشربوا+ها	IV2P-IV-IVSUFF_SUBJ:P+IVSUFF_DO:3FS	شرب
22494	men	arabizi	من	من	PREP	من
22495	e5tiarkom	arabizi	اختياركم	اختيار+كم	NOUN+POSS_PRON_2P	اختيار
22496	,	arabizi	،	،	PUNC	PUNC
22497	wba3	arabizi	وبعد	و+بعد	CONJ+ADV	بعد
22498	nsarbioukom	arabizi	نسربيوكم	نسربيوا+كم	IV1P-IV-IVSUFF_SUBJ:P+IVSUFF_DO:2P	سربى
22499	la3cha2	arabizi	العشاء	ال+عشاء	DET+NOUN	عشاء
22500	.	arabizi	.	.	PUNC	PUNC
22501	3andkom	arabizi	عندكم	عند+كم	PREP+PRON_2P	عند
22502	dalil	arabizi	دليل	دليل	NOUN	دليل
22503	mafsel	arabizi	مفصل	مفصل	ADJ	مفصل
22504	3almachroubet	arabizi	عالمشروبات	ع+ال+مشروبات	PREP+DET+NOUN-NSUFF_FEM_PL	مشروب
22505	elli	arabizi	اللي	اللي	REL_PRON	اللي
22506	nsarbiouha	arabizi	نسربيوها	نسربيوا+ها	IV1P-IV-IVSUFF_SUBJ:P+IVSUFF_DO:3FS	سربى
22507	fi	arabizi	في	في	PREP	في
22508	erra7la	arabizi	الرحلة	ال+رحلة	DET+NOUN-NSUFF_FEM_SG	رحلة
22509	hethi	arabizi	هاذي	هاذي	DEM_ADJ_3FS	هاذا
22510	tal9awou	arabizi	تلقاوه	تلقاوا+ه	IV2P-IV-IVSUFF_SUBJ:P+IVSUFF_DO:3MS	لقى
22511	fi	arabizi	في	في	PREP	في
22512	jez2	arabizi	جزء	جزء	NOUN_QUANT	جزء
22513	lma3loumet	arabizi	المعلومات	ال+معلومات	DET+NOUN-NSUFF_FEM_PL	معلومة
22514	fi	arabizi	في	في	PREP	في
22515	majalletna	arabizi	مجلتنا	مجلّة+نا	NOUN-NSUFF_FEM_SG+POSS_PRON_1P	مجلّة
22516	.	arabizi	.	.	PUNC	PUNC
22517	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22518	toskon	arabizi	تسكن	تسكن	IV2S-IV	سكن
22519	9rib	arabizi	قريب	قريب	ADJ	قريب
22520	men	arabizi	من	من	PREP	من
22521	houni	arabizi	هوني	هوني	ADV	هنا
22522	?	arabizi	؟	؟	PUNC	PUNC
22523	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22524	winou	arabizi	وينو	وينو	INTERROG_PRON	وين
22525	hanout	arabizi	حانوت	حانوت	NOUN	حانوت
22526	lehdeya	arabizi	الهدايا	ال+هدايا	DET+NOUN	هدايا
22527	?	arabizi	؟	؟	PUNC	PUNC
22528	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22529	Ena	arabizi	انا	انا	PRON_1S	هو
22530	mawjoud	arabizi	موجود	موجود	ADJ	موجود
22531	fi	arabizi	في	في	PREP	في
22532	ettri9	arabizi	الطريق	ال+طريق	DET+NOUN	طريق
22533	essiyara	arabizi	السيارة	ال+سيارة	DET+NOUN-NSUFF_FEM_SG	سيارة
22534	wehed	arabizi	واحد	واحد	PRON_INDEF	واحد
22535	9rib	arabizi	قريب	قريب	ADJ	قريب
22536	il5alij	arabizi	لخليج	ل+خليج	PREP+NOUN	خليج
22537	mourou	arabizi	مورو	مورو	NOUN_PROP	مورو
22538	bey	arabizi	باي	باي	NOUN_PROP	باي
22539	.	arabizi	.	.	PUNC	PUNC
22540	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22541	a3tini	arabizi	اعطيني	اعطي+ني	CV2S-CV+CVSUFF_DO:1S	عطى
22542	faye9a	arabizi	فياقة	فياقة	NOUN-NSUFF_FEM_SG	فياقة
22543	,	arabizi	،	،	PUNC	PUNC
22544	men	arabizi	من	من	PREP	من
22545	fadhlek	arabizi	فضلك	فضل+ك	NOUN+POSS_PRON_2S	فضل
22546	.	arabizi	.	.	PUNC	PUNC
22547	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22548	ala	arabizi	على	على	PREP	على
22549	fekra	arabizi	فكرة	فكرة	NOUN-NSUFF_FEM_SG	فكرة
22550	,	arabizi	،	،	PUNC	PUNC
22551	ismi	arabizi	اسمي	اسم+ي	NOUN+POSS_PRON_1S	اسم
22552	hayrouchi	arabizi	هيروشي	هيروشي	NOUN_PROP	هيروشي
22553	ijima	arabizi	ايجيما	ايجيما	NOUN_PROP	ايجيما
22554	.	arabizi	.	.	PUNC	PUNC
22555	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22556	ettrinou	arabizi	الترينو	ال+ترينو	DET+NOUN	ترينو
22557	ye9ef	arabizi	ياقف	ياقف	IV3MS-IV	وقف
22558	fi	arabizi	في	في	PREP	في
22559	ghaba	arabizi	غابة	غابة	NOUN-NSUFF_FEM_SG	غابة
22560	lbou7aira	arabizi	البحيرة	ال+بحيرة	DET+NOUN-NSUFF_FEM_SG	بحيرة
22561	,	arabizi	،	،	PUNC	PUNC
22562	moch	arabizi	موش	موش	NEG_PART	مش
22563	hka	arabizi	هكا	هكا	ADV	هكا
22564	?	arabizi	؟	؟	PUNC	PUNC
22565	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22566	aghleb	arabizi	اغلب	اغلب	ADJ_COMP	غلب
22567	lyebaniyn	arabizi	اليابانيين	ال+يابانيين	DET+NOUN-NSUFF_MASC_PL	ياباني
22568	yèklou	arabizi	ياكلوا	ياكلوا	IV3P-IV-IVSUFF_SUBJ:P	كلا
22569	el9arnit	arabizi	القرنيط	ال+قرنيط	DET+NOUN	قرنيط
22570	wessoubia	arabizi	والسوبية	و+ال+سوبية	CONJ+DET+NOUN-NSUFF_FEM_SG	سوبية
22571	.	arabizi	.	.	PUNC	PUNC
22572	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22573	najem	arabizi	ننجم	ننجّم	IV1S-IV	نجّم
22574	n9os	arabizi	نقص	نقصّ	IV1S-IV	قصّ
22575	zouz	arabizi	زوز	زوز	NOUN_NUM	زوز
22576	tsaker	arabizi	تساكر	تساكر	NOUN	تسكرة
22577	darja	arabizi	درجة	درجة	NOUN-NSUFF_FEM_SG	درجة
22578	thanya	arabizi	ثانية	ثانية	ADJ_NUM-NSUFF_FEM_SG	ثاني
22579	lchikaghou	arabizi	لشيكاغو	ل+شيكاغو	PREP+NOUN_PROP	شيكاغو
22580	,	arabizi	،	،	PUNC	PUNC
22581	y3ichek	arabizi	يعيشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
22582	?	arabizi	؟	؟	PUNC	PUNC
22583	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22584	mchit	arabizi	مشيت	مشيت	PV-PVSUFF_SUBJ:1S	مشى
22585	lnouyork	arabizi	لنويورك	ل+نويورك	PREP+NOUN_PROP	نويورك
22586	.	arabizi	.	.	PUNC	PUNC
22587	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22588	chnowa	arabizi	شنوا	شنوا	INTERROG_PRON	شنوّة
22589	noumrou	arabizi	نومرو	نومرو	NOUN	نومرو
22590	ettayara	arabizi	الطيارة	ال+طيارة	DET+NOUN-NSUFF_FEM_SG	طيارة
22591	?	arabizi	؟	؟	PUNC	PUNC
22592	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22593	blasa	arabizi	بلاصة	بلاصة	NOUN-NSUFF_FEM_SG	بلاصة
22594	lnouyork	arabizi	لنويورك	ل+نويورك	PREP+NOUN_PROP	نويورك
22595	,	arabizi	،	،	PUNC	PUNC
22596	y3ichek	arabizi	يعيشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
22597	.	arabizi	.	.	PUNC	PUNC
22598	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22599	ayamet	arabizi	ايامات	ايامات	NOUN-NSUFF_FEM_PL	يوم
22600	.	arabizi	.	.	PUNC	PUNC
22601	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22602	edoura	arabizi	الدورة	ال+دورة	DET+NOUN-NSUFF_FEM_SG	دورة
22603	etthenia	arabizi	الثانية	ال+ثانية	DET+ADJ_NUM-NSUFF_FEM_SG	ثانية
22604	3alisar	arabizi	عاليسار	ع+ال+يسار	PREP+DET+NOUN	يسار
22605	.	arabizi	.	.	PUNC	PUNC
22606	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22607	lkarta	arabizi	الكارطة	ال+كارطة	DET+NOUN-NSUFF_FEM_SG	كارطة
22608	hethi	arabizi	هاذي	هاذي	DEM_ADJ_3FS	هاذا
22609	,	arabizi	،	،	PUNC	PUNC
22610	behi	arabizi	باهي	باهي	ADV	باهي
22611	?	arabizi	؟	؟	PUNC	PUNC
22612	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22613	m3ay	arabizi	معي	مع+ي	PREP+PRON_1S	مع
22614	leste9bel	arabizi	الاستقبال	ال+استقبال	DET+NOUN	استقبال
22615	?	arabizi	؟	؟	PUNC	PUNC
22616	famma	arabizi	فما	فما	PSEUDO_VERB	فمّة
22617	misa7a	arabizi	مصحة	مصحة	NOUN-NSUFF_FEM_SG	مصحة
22618	9riba	arabizi	قريبة	قريبة	ADJ-NSUFF_FEM_SG	قريب
22619	?	arabizi	؟	؟	PUNC	PUNC
22620	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22621	3achra	arabizi	عشرة	عشرة	NOUN_NUM	عشرة
22622	doularat	arabizi	دولارات	دولارات	NOUN-NSUFF_FEM_PL	دولار
22623	yekfiw	arabizi	يكفيوا	يكفيوا	IV3P-IV-IVSUFF_SUBJ:P	كفى
22624	lettaxi	arabizi	للتاكسي	ل+ال+تاكسي	PREP+DET+NOUN	تاكسي
22625	?	arabizi	؟	؟	PUNC	PUNC
22626	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22627	mta3mou	arabizi	مطعمه	مطعم+ه	NOUN+POSS_PRON_3MS	مطعم
22628	gharib	arabizi	غريب	غريب	ADJ	غريب
22629	.	arabizi	.	.	PUNC	PUNC
22630	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22631	ey	arabizi	اي	اي	INTERJ	اي
22632	.	arabizi	.	.	PUNC	PUNC
22633	estana	arabizi	استنى	استنى	CV2S-CV	ستنّى
22634	taw	arabizi	تو	تو	ADV	توّا
22635	njib	arabizi	نجيب	نجيب	IV1S-IV	جاب
22636	lik	arabizi	لك	ل+ك	PREP+PRON_2S	ل
22637	wa7da	arabizi	واحدة	واحدة	PRON_INDEF	واحد
22638	.	arabizi	.	.	PUNC	PUNC
22639	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22640	chtar	arabizi	شطر	شطر	NOUN_QUANT	شطر
22641	dbouza	arabizi	دبوزة	دبّوزة	NOUN-NSUFF_FEM_SG	دبّوزة
22642	,	arabizi	،	،	PUNC	PUNC
22643	y3ichek	arabizi	يعيشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
22644	.	arabizi	.	.	PUNC	PUNC
22645	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22646	le	arabizi	لا	لا	NEG_PART	لا
22647	.	arabizi	.	.	PUNC	PUNC
22648	7aja	arabizi	حاجة	حاجة	NOUN-NSUFF_FEM_SG	حاجة
22649	mech	arabizi	مش	مش	NEG_PART	مش
22650	ralya	arabizi	غالية	غالية	ADJ-NSUFF_FEM_SG	غالي
22651	wbarra	arabizi	وبرا	و+برا	CONJ+ADV	برّا
22652	.	arabizi	.	.	PUNC	PUNC
22653	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22654	tlawouj	arabizi	تلوج	تلوّج	IV2S-IV	لوّج
22655	fi	arabizi	في	في	PREP	في
22656	7aja	arabizi	حاجة	حاجة	NOUN-NSUFF_FEM_SG	حاجة
22657	?	arabizi	؟	؟	PUNC	PUNC
22658	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22659	arb3a	arabizi	اربعة	اربعة	NOUN_NUM	اربعة
22660	lyeli	arabizi	ليالي	ليالي	NOUN	ليل
22661	.	arabizi	.	.	PUNC	PUNC
22662	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22663	7achti	arabizi	حاشتي	حاشة+ي	NOUN-NSUFF_FEM_SG+PRON_1S	حاجة
22664	bechwaya	arabizi	بشوية	ب+شوية	PREP+NOUN-NSUFF_FEM_SG	شويّة
22665	klast	arabizi	كلاسط	كلاسط	NOUN	كلاسط
22666	.	arabizi	.	.	PUNC	PUNC
22667	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22668	tnajjem	arabizi	تنجم	تنجّم	IV2S-IV	نجّم
22669	taya7	arabizi	تطيح	تطيح	IV3FS-IV	طيّح
22670	fi	arabizi	في	في	PREP	في
22671	soumou	arabizi	سومه	سوم+ه	NOUN+POSS_PRON_3MS	سوم
22672	5atrou	arabizi	خاطره	خاطر+ه	SUB_CONJ+PRON_3MS	خاطر
22673	mab9a3	arabizi	مبقع	مبقع	ADJ	مبقع
22674	?	arabizi	؟	؟	PUNC	PUNC
22675	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22676	rajel	arabizi	راجل	راجل	NOUN	راجل
22677	tambej	arabizi	طمبج	طمبج	PV-PVSUFF_SUBJ:3MS	طمبج
22678	fi	arabizi	في	في+ي	PREP+PRON_1S	في
22679	.	arabizi	.	.	PUNC	PUNC
22680	ba3d	arabizi	بعد	بعد	ADV	بعد
22681	fa9t	arabizi	فقت	فقت	NOUN	فاق
22682	elli	arabizi	اللي	اللي	REL_PRON	اللي
22683	stouchi	arabizi	صتوشي	صتوش+ي	NOUN+POSS_PRON_1S	صتوش
22684	mafmech	arabizi	مفماش	ما+فمّا+ش	NEG_PART+PSEUDO_VERB+NEG_PART	فمّة
22685	.	arabizi	.	.	PUNC	PUNC
22686	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22687	manich	arabizi	مانيش	ما+ني+ش	NEG_PART+PRON_1S+NEG_PART	هو
22688	mt2aked	arabizi	متأكد	متأكّد	ADJ	متأكّد
22689	elli	arabizi	اللي	اللي	REL_PRON	اللي
22690	lahweyej	arabizi	الحوايج	ال+حوايج	DET+NOUN	حوايج
22691	elli	arabizi	اللي	اللي	REL_PRON	اللي
22692	lammithom	arabizi	لميتهم	لمّيت+هم	PV-PVSUFF_SUBJ:1S+PVSUFF_DO:3P	لمّ
22693	yekfiw	arabizi	يكفيوا	يكفيوا	IV3P-IV-IVSUFF_SUBJ:P	كفى
22694	thletha	arabizi	ثلاثة	ثلاثة	NOUN_NUM	ثلاثة
22695	jam3at	arabizi	جمعات	جمعات	NOUN-NSUFF_FEM_PL	جمعة
22696	.	arabizi	.	.	PUNC	PUNC
22697	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22698	behi	arabizi	باهي	باهي	ADV	باهي
22699	,	arabizi	،	،	PUNC	PUNC
22700	n7ebou	arabizi	نحبوا	نحبّوا	IV1P-IV-IVSUFF_SUBJ:P	حبّ
22701	njarbou	arabizi	نجربوا	نجربوا	IV1P-IV-IVSUFF_SUBJ:P	جرب
22702	chrabb	arabizi	شراب	شراب	NOUN	شراب
22703	abyedh	arabizi	ابيض	ابيض	ADJ	ابيض
22704	.	arabizi	.	.	PUNC	PUNC
22705	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22706	ken	arabizi	كان	كان	SUB_CONJ	كان
22707	s2el	arabizi	سأل	سأل	PV-PVSUFF_SUBJ:3MS	سأل
22708	3li	arabizi	عليي	على+ي	PREP+PRON_1S	علي
22709	ey	arabizi	اي	اي	PRON_INDEF	اي
22710	7ad	arabizi	حد	حد	PRON_INDEF	حدّ
22711	,	arabizi	،	،	PUNC	PUNC
22712	9oul	arabizi	قل	قل	CV2S-CV	قال
22713	lih	arabizi	له	ل+ه	PREP+PRON_3MS	ل
22714	rani	arabizi	راني	را+ني	FOCUS_PART+PRON_1S	هو
22715	fi	arabizi	في	في	PREP	في
22716	el9ahwa	arabizi	القهوة	ال+قهوة	DET+NOUN-NSUFF_FEM_SG	قهوة
22717	.	arabizi	.	.	PUNC	PUNC
22718	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22719	mta2ked	arabizi	متأكد	متأكّد	ADJ	متأكّد
22720	elli	arabizi	اللي	اللي	REL_PRON	اللي
22721	kont	arabizi	كنت	كنت	PV-PVSUFF_SUBJ:1S	كان
22722	7atou	arabizi	حاطه	حاط+ه	ADJ+PRON_3MS	حاط
22723	fi	arabizi	في	في	PREP	في
22724	ejjib	arabizi	الجيب	ال+جيب	DET+NOUN	جيب
22725	edda5lani	arabizi	الدخلاني	ال+دخلاني	DET+ADJ	دخلاني
22726	mte3	arabizi	متاع	متاع	PREP	متاع
22727	kbouti	arabizi	كبوتي	كبوت+ي	NOUN-NSUFF_FEM_SG+POSS_PRON_1S	كبوت
22728	.	arabizi	.	.	PUNC	PUNC
22729	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22730	tnajjem	arabizi	تنجم	تنجّم	IV2S-IV	نجّم
22731	ta3tini	arabizi	تعطيني	تعطي+ني	IV2S-IV+IVSUFF_IO:1S	عطى
22732	esm	arabizi	اسم	اسم	NOUN	اسم
22733	wnoumrou	arabizi	ونومرو	و+نومرو	CONJ+NOUN	نومرو
22734	eccha5s	arabizi	الشخص	ال+شخص	DET+NOUN	شخص
22735	elli	arabizi	اللي	اللي	REL_PRON	اللي
22736	bech	arabizi	باش	باش	FUT_PART	باش
22737	tettesel	arabizi	تتصل	تتصل	IV2S-IV	اتصل
22738	bih	arabizi	بيه	ب+ه	PREP+PRON_3MS	ب
22739	?	arabizi	؟	؟	PUNC	PUNC
22740	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22741	l5tout	arabizi	الخطوط	ال+خطوط	DET+NOUN	خطّ
22742	ejjouya	arabizi	الجوية	ال+جوية	DET+ADJ-NSUFF_FEM_SG	جوي
22743	y5alsou	arabizi	يخلصوا	يخلّصوا	IV3P-IV-IVSUFF_SUBJ:P	خلّص
22744	3li	arabizi	علي	على+ي	PREP+PRON_1S	على
22745	mostelzmet	arabizi	مستلزمات	مستلزمات	NOUN-NSUFF_FEM_PL	مستلزمة
22746	cha5siya	arabizi	شخصية	شخصية	ADJ-NSUFF_FEM_SG	شخصية
22747	lezem	arabizi	لازم	لازم	PART	لازم
22748	nechrihom	arabizi	نشريهم	نشري+هم	IV1S-IV+IVSUFF_DO:3P	شرى
22749	?	arabizi	؟	؟	PUNC	PUNC
22750	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22751	n7eb	arabizi	نحب	نحبّ	IV1S-IV	حبّ
22752	bit	arabizi	بيت	بيت	NOUN	بات
22753	fiha	arabizi	فيها	في+ها	PREP+PRON_3FS	في
22754	banou	arabizi	بانو	بانو	NOUN	بانو
22755	.	arabizi	.	.	PUNC	PUNC
22756	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22757	ma	arabizi	ما	ما	NEG_PART	ما
22758	5raj	arabizi	خرج	خرج	PV-PVSUFF_SUBJ:3MS	خرج
22759	chay	arabizi	شئ	شئ	NOUN	شي
22760	melmakina	arabizi	مالماكينة	م+ال+ماكينة	PREP+DET+NOUN-NSUFF_FEM_SG	ماكينة
22761	?	arabizi	؟	؟	PUNC	PUNC
22762	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22763	ken	arabizi	كان	كان	SUB_CONJ	كان
22764	melmafroudh	arabizi	مالمفروض	م+ال+مفروض	PREP+DET+NOUN	مفروض
22765	tatle3	arabizi	تطلع	تطلع	IV2S-IV	طلع
22766	fi	arabizi	في	في	PREP	في
22767	re7la	arabizi	رحلة	رحلة	NOUN-NSUFF_FEM_SG	رحلة
22768	thmanimiya	arabizi	ثمانيمية	ثمانيمية	NOUN_NUM	ثمانيمية
22769	w3achrine	arabizi	وعشرين	و+عشرين	CONJ+NOUN_NUM	عشرين
22770	,	arabizi	،	،	PUNC	PUNC
22771	elli	arabizi	اللي	اللي	REL_PRON	اللي
22772	tla3t	arabizi	طلعت	طلعت	PV-PVSUFF_SUBJ:3FS	طلع
22773	andha	arabizi	عندها	عند+ها	PREP+PRON_3FS	عند
22774	5amsta3chen	arabizi	خمستعشن	خمستعشن	NOUN_NUM	خمستعشن
22775	d9i9a	arabizi	دقيقة	دقيقة	NOUN-NSUFF_FEM_SG	دقيقة
22776	.	arabizi	.	.	PUNC	PUNC
22777	behi	arabizi	باهي	باهي	ADV	باهي
22778	najem	arabizi	ننجم	ننجّم	IV1S-IV	نجّم
22779	n7ottek	arabizi	نحطك	نحطّ+ك	IV1S-IV+IVSUFF_DO:2S	حطّ
22780	fi	arabizi	في	في	PREP	في
22781	re7la	arabizi	رحلة	رحلة	NOUN-NSUFF_FEM_SG	رحلة
22782	o5ra	arabizi	اخرى	اخرى	ADJ	آخر
22783	.	arabizi	.	.	PUNC	PUNC
22784	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22785	fama	arabizi	فما	فما	PSEUDO_VERB	فمّة
22786	chkoun	arabizi	شكون	شكون	PRON_INDEF	شكون
22787	7alli	arabizi	حل لي	حلّ+ل+ي	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_1S]PVSUFF_IO:1S	حلّى
22788	lkouli	arabizi	الكولي	ال+كولي	DET+NOUN	كولي
22789	mta3i	arabizi	متاعي	متاع+ي	PREP+PRON_1S	متاع
22790	.	arabizi	.	.	PUNC	PUNC
22791	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22792	ah	arabizi	آه	اه	INTERJ	اه
22793	,	arabizi	،	،	PUNC	PUNC
22794	mech	arabizi	مش	مش	NEG_PART	مش
22795	mochkel	arabizi	مشكل	مشكل	NOUN	مشكلة
22796	.	arabizi	.	.	PUNC	PUNC
22797	hak	arabizi	هاك	ها+ك	FOCUS_PART+PRON_2S	هو
22798	houni	arabizi	هوني	هوني	ADV	هنا
22799	,	arabizi	،	،	PUNC	PUNC
22800	ala	arabizi	على	على	PREP	على
22801	kol	arabizi	كل	كلّ	NOUN_QUANT	كلّ
22802	.	arabizi	.	.	PUNC	PUNC
22803	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22804	l5tout	arabizi	الخطوط	ال+خطوط	DET+NOUN	خطّ
22805	ejjouya	arabizi	الجوية	ال+جوية	DET+ADJ-NSUFF_FEM_SG	جوي
22806	lyebanya	arabizi	اليابانية	ال+يابانية	DET+ADJ-NSUFF_FEM_SG	ياباني
22807	,	arabizi	،	،	PUNC	PUNC
22808	re7la	arabizi	رحلة	رحلة	NOUN-NSUFF_FEM_SG	رحلة
22809	3add	arabizi	عدد	عدد	NOUN	عدد
22810	miya	arabizi	مية	مية	NOUN_NUM	مية
22811	wthletha	arabizi	وثلاثة	و+ثلاثة	CONJ+NOUN_NUM	ثلاثة
22812	wa3chrin	arabizi	وعشرين	و+عشرين	CONJ+NOUN_NUM	عشرين
22813	.	arabizi	.	.	PUNC	PUNC
22814	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22815	yelzemni	arabizi	يلزمني	يلزم+ني	IV3MS-IV+IVSUFF_IO:1S	لزم
22816	nechri	arabizi	نشري	نشري	IV1S-IV	شرى
22817	chambouan	arabizi	شمبوان	شمبوان	NOUN	شمبوان
22818	.	arabizi	.	.	PUNC	PUNC
22819	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22820	miselch	arabizi	ما يسالش	ما+يسال+ش	NEG_PART+IV3MS-IV+NEG_PART	سال
22821	t9oli	arabizi	تقول لي	تقل+ل+ي	IV2S-IV+[PREP+PRON_1S]IVSUFF_IO:1S	قال
22822	wa9t	arabizi	وقت	وقت	NOUN	وقت
22823	elli	arabizi	اللي	اللي	REL_PRON	اللي
22824	nousslou	arabizi	نوصلوا	نوصلوا	IV1P-IV-IVSUFF_SUBJ:P	وصل
22825	lilmarkez	arabizi	للمركز	ل+ال+مركز	PREP+DET+NOUN	مركز
22826	lmadni	arabizi	المدني	ال+مدني	DET+ADJ	مدني
22827	?	arabizi	؟	؟	PUNC	PUNC
22828	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22829	win	arabizi	وين	وين	INTERROG_PRON	وين
22830	a9reb	arabizi	اقرب	اقرب	ADJ_COMP	قريب
22831	jezar	arabizi	جزار	جزار	NOUN	جزار
22832	?	arabizi	؟	؟	PUNC	PUNC
22833	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22834	n7ebbou	arabizi	نحبوا	نحبّوا	IV1P-IV-IVSUFF_SUBJ:P	حبّ
22835	na93dou	arabizi	نقعدوا	نقعدوا	IV1P-IV-IVSUFF_SUBJ:P	قعد
22836	arb3a	arabizi	اربعة	اربعة	NOUN_NUM	اربعة
22837	lyeli	arabizi	ليالي	ليالي	NOUN	ليل
22838	ebtda2a	arabizi	ابتداءا	ابتداءا	NOUN	ابتداء
22839	men	arabizi	من	من	PREP	من
22840	wehed	arabizi	واحد	واحد	NOUN_NUM	واحد
22841	out	arabizi	اوت	اوت	NOUN_PROP	اوت
22842	.	arabizi	.	.	PUNC	PUNC
22843	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22844	chnowa	arabizi	شنوا	شنوا	INTERROG_PRON	شنوّة
22845	esmha	arabizi	اسمها	اسم+ها	NOUN+POSS_PRON_3FS	اسم
22846	ennaouara	arabizi	النوارة	ال+نوارة	DET+NOUN-NSUFF_FEM_SG	نور
22847	hethi	arabizi	هاذي	هاذي	DEM_ADJ_3FS	هاذا
22848	?	arabizi	؟	؟	PUNC	PUNC
22849	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22850	5amsta3ch	arabizi	خمستعش	خمستعش	NOUN_NUM	خمستعش
22851	sebtember	arabizi	سبتمبر	سبتمبر	NOUN_PROP	سبتمبر
22852	nhar	arabizi	نهار	نهار	NOUN	نهار
22853	e7tiram	arabizi	احترام	احترام	NOUN	احترام
22854	elmosennin	arabizi	المسنين	ال+مسنّين	DET+ADJ-NSUFF_MASC_PL	مسنّ
22855	.	arabizi	.	.	PUNC	PUNC
22856	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
22857	ma	arabizi	ما	ما	NEG_PART	ما
22858	fmech	arabizi	فماش	فمّا+ش	PSEUDO_VERB+NEG_PART	فمّة
22859	saboun	arabizi	صابون	صابون	NOUN	صابون
22860	fi	arabizi	في	في	PREP	في
22861	biti	arabizi	بيتي	بيت+ي	NOUN+POSS_PRON_1S	بيت
